Node Type,Node,Node Interface,Peer Type,Peer Node,Peer Interface,Node Interface Enabled
l3leaf,leaf7,Ethernet7,spine,spine5,Ethernet9,True
l3leaf,leaf7,Ethernet8,spine,spine6,Ethernet9,True
l3leaf,leaf8,Ethernet3,spine,spine1,Ethernet10,True
l3leaf,leaf8,Ethernet4,spine,spine2,Ethernet10,True
l3leaf,leaf8,Ethernet5,spine,spine3,Ethernet10,True
l3leaf,leaf8,Ethernet6,spine,spine4,Ethernet10,True
l3leaf,leaf8,Ethernet7,spine,spine5,Ethernet10,True
l3leaf,leaf8,Ethernet8,spine,spine6,Ethernet10,True
l3leaf,leaf9,Ethernet3,spine,spine1,Ethernet11,True
l3leaf,leaf9,Ethernet4,spine,spine2,Ethernet11,True
l3leaf,leaf9,Ethernet5,spine,spine3,Ethernet11,True
l3leaf,leaf9,Ethernet6,spine,spine4,Ethernet11,True
l3leaf,leaf9,Ethernet7,spine,spine5,Ethernet11,True
l3leaf,leaf9,Ethernet8,spine,spine6,Ethernet11,True
l3leaf,leaf10,Ethernet3,spine,spine1,Ethernet12,True
l3leaf,leaf10,Ethernet4,spine,spine2,Ethernet12,True
l3leaf,leaf10,Ethernet5,spine,spine3,Ethernet12,True
l3leaf,leaf10,Ethernet6,spine,spine4,Ethernet12,True
l3leaf,leaf10,Ethernet7,spine,spine5,Ethernet12,True
l3leaf,leaf10,Ethernet8,spine,spine6,Ethernet12,True
l3leaf,leaf11,Ethernet3,spine,spine1,Ethernet13,True
l3leaf,leaf11,Ethernet4,spine,spine2,Ethernet13,True
l3leaf,leaf11,Ethernet5,spine,spine3,Ethernet13,True
l3leaf,leaf11,Ethernet6,spine,spine4,Ethernet13,True
l3leaf,leaf11,Ethernet7,spine,spine5,Ethernet13,True
l3leaf,leaf11,Ethernet8,spine,spine6,Ethernet13,True
l3leaf,leaf12,Ethernet3,spine,spine1,Ethernet14,True
l3leaf,leaf12,Ethernet4,spine,spine2,Ethernet14,True
l3leaf,leaf12,Ethernet5,spine,spine3,Ethernet14,True
l3leaf,leaf12,Ethernet6,spine,spine4,Ethernet14,True
l3leaf,leaf12,Ethernet7,spine,spine5,Ethernet14,True
l3leaf,leaf12,Ethernet8,spine,spine6,Ethernet14,True
l3leaf,leaf13,Ethernet3,spine,spine1,Ethernet15,True
l3leaf,leaf13,Ethernet4,spine,spine2,Ethernet15,True
l3leaf,leaf13,Ethernet5,spine,spine3,Ethernet15,True
l3leaf,leaf13,Ethernet6,spine,spine4,Ethernet15,True
l3leaf,leaf13,Ethernet7,spine,spine5,Ethernet15,True
l3leaf,leaf13,Ethernet8,spine,spine6,Ethernet15,True
l3leaf,leaf14,Ethernet3,spine,spine1,Ethernet16,True
l3leaf,leaf14,Ethernet4,spine,spine2,Ethernet16,True
l3leaf,leaf14,Ethernet5,spine,spine3,Ethernet16,True
l3leaf,leaf14,Ethernet6,spine,spine4,Ethernet16,True
l3leaf,leaf14,Ethernet7,spine,spine5,Ethernet16,True
l3leaf,leaf14,Ethernet8,spine,spine6,Ethernet16,True
l3leaf,leaf15,Ethernet3,spine,spine1,Ethernet17,True
l3leaf,leaf15,Ethernet4,spine,spine2,Ethernet17,True
l3leaf,leaf15,Ethernet5,spine,spine3,Ethernet17,True
l3leaf,leaf15,Ethernet6,spine,spine4,Ethernet17,True
l3leaf,leaf15,Ethernet7,spine,spine5,Ethernet17,True
l3leaf,leaf15,Ethernet8,spine,spine6,Ethernet17,True
l3leaf,leaf16,Ethernet3,spine,spine1,Ethernet18,True
l3leaf,leaf16,Ethernet4,spine,spine2,Ethernet18,True
l3leaf,leaf16,Ethernet5,spine,spine3,Ethernet18,True
l3leaf,leaf16,Ethernet6,spine,spine4,Ethernet18,True
l3leaf,leaf16,Ethernet7,spine,spine5,Ethernet18,True
l3leaf,leaf16,Ethernet8,spine,spine6,Ethernet18,True
l3leaf,leaf17,Ethernet3,spine,spine1,Ethernet19,True
l3leaf,leaf17,Ethernet4,spine,spine2,Ethernet19,True
l3leaf,leaf17,Ethernet5,spine,spine3,Ethernet19,True
l3leaf,leaf17,Ethernet6,spine,spine4,Ethernet19,True
l3leaf,leaf17,Ethernet7,spine,spine5,Ethernet19,True
l3leaf,leaf17,Ethernet8,spine,spine6,Ethernet19,True
l3leaf,leaf18,Ethernet3,spine,spine1,Ethernet20,True
l3leaf,leaf18,Ethernet4,spine,spine2,Ethernet20,True
l3leaf,leaf18,Ethernet5,spine,spine3,Ethernet20,True
l3leaf,leaf18,Ethernet6,spine,spine4,Ethernet20,True
l3leaf,leaf18,Ethernet7,spine,spine5,Ethernet20,True
l3leaf,leaf18,Ethernet8,spine,spine6,Ethernet20,True
l3leaf,leaf19,Ethernet3,spine,spine1,Ethernet21,True
l3leaf,leaf19,Ethernet4,spine,spine2,Ethernet21,True
l3leaf,leaf19,Ethernet5,spine,spine3,Ethernet21,True
l3leaf,leaf19,Ethernet6,spine,spine4,Ethernet21,True
l3leaf,leaf19,Ethernet7,spine,spine5,Ethernet21,True
l3leaf,leaf19,Ethernet8,spine,spine6,Ethernet21,True
l3leaf,leaf20,Ethernet3,spine,spine1,Ethernet22,True
l3leaf,leaf20,Ethernet4,spine,spine2,Ethernet22,True
l3leaf,leaf20,Ethernet5,spine,spine3,Ethernet22,True
l3leaf,leaf20,Ethernet6,spine,spine4,Ethernet22,True
l3leaf,leaf20,Ethernet7,spine,spine5,Ethernet22,True
l3leaf,leaf20,Ethernet8,spine,spine6,Ethernet22,True
l3leaf,leaf21,Ethernet3,spine,spine1,Ethernet23,True
l3leaf,leaf21,Ethernet4,spine,spine2,Ethernet23,True
l3leaf,leaf21,Ethernet5,spine,spine3,Ethernet23,True
l3leaf,leaf21,Ethernet6,spine,spine4,Ethernet23,True
l3leaf,leaf21,Ethernet7,spine,spine5,Ethernet23,True
l3leaf,leaf21,Ethernet8,spine,spine6,Ethernet23,True
l3leaf,leaf22,Ethernet3,spine,spine1,Ethernet24,True
l3leaf,leaf22,Ethernet4,spine,spine2,Ethernet24,True
l3leaf,leaf22,Ethernet5,spine,spine3,Ethernet24,True
l3leaf,leaf22,Ethernet6,spine,spine4,Ethernet24,True
l3leaf,leaf22,Ethernet7,spine,spine5,Ethernet24,True
l3leaf,leaf22,Ethernet8,spine,spine6,Ethernet24,True
l3leaf,leaf23,Ethernet3,spine,spine1,Ethernet25,True
l3leaf,leaf23,Ethernet4,spine,spine2,Ethernet25,True
l3leaf,leaf23,Ethernet5,spine,spine3,Ethernet25,True
l3leaf,leaf23,Ethernet6,spine,spine4,Ethernet25,True
l3leaf,leaf23,Ethernet7,spine,spine5,Ethernet25,True
l3leaf,leaf23,Ethernet8,spine,spine6,Ethernet25,True
l3leaf,leaf24,Ethernet3,spine,spine1,Ethernet26,True
l3leaf,leaf24,Ethernet4,spine,spine2,Ethernet26,True
l3leaf,leaf24,Ethernet5,spine,spine3,Ethernet26,True
l3leaf,leaf24,Ethernet6,spine,spine4,Ethernet26,True
l3leaf,leaf24,Ethernet7,spine,spine5,Ethernet26,True
l3leaf,leaf24,Ethernet8,spine,spine6,Ethernet26,True
l3leaf,leaf25,Ethernet3,spine,spine1,Ethernet27,True
l3leaf,leaf25,Ethernet4,spine,spine2,Ethernet27,True
l3leaf,leaf25,Ethernet5,spine,spine3,Ethernet27,True
l3leaf,leaf25,Ethernet6,spine,spine4,Ethernet27,True
l3leaf,leaf25,Ethernet7,spine,spine5,Ethernet27,True
l3leaf,leaf25,Ethernet8,spine,spine6,Ethernet27,True
l3leaf,leaf26,Ethernet3,spine,spine1,Ethernet28,True
l3leaf,leaf26,Ethernet4,spine,spine2,Ethernet28,True
l3leaf,leaf26,Ethernet5,spine,spine3,Ethernet28,True
l3leaf,leaf26,Ethernet6,spine,spine4,Ethernet28,True
l3leaf,leaf26,Ethernet7,spine,spine5,Ethernet28,True
l3leaf,leaf26,Ethernet8,spine,spine6,Ethernet28,True
l3leaf,leaf27,Ethernet3,spine,spine1,Ethernet29,True
l3leaf,leaf27,Ethernet4,spine,spine2,Ethernet29,True
l3leaf,leaf27,Ethernet5,spine,spine3,Ethernet29,True
l3leaf,leaf27,Ethernet6,spine,spine4,Ethernet29,True
l3leaf,leaf27,Ethernet7,spine,spine5,Ethernet29,True
l3leaf,leaf27,Ethernet8,spine,spine6,Ethernet29,True
l3leaf,leaf28,Ethernet3,spine,spine1,Ethernet30,True
l3leaf,leaf28,Ethernet4,spine,spine2,Ethernet30,True
l3leaf,leaf28,Ethernet5,spine,spine3,Ethernet30,True
l3leaf,leaf28,Ethernet6,spine,spine4,Ethernet30,True
l3leaf,leaf28,Ethernet7,spine,spine5,Ethernet30,True
l3leaf,leaf28,Ethernet8,spine,spine6,Ethernet30,True
l3leaf,leaf29,Ethernet3,spine,spine1,Ethernet31,True
l3leaf,leaf29,Ethernet4,spine,spine2,Ethernet31,True
l3leaf,leaf29,Ethernet5,spine,spine3,Ethernet31,True
l3leaf,leaf29,Ethernet6,spine,spine4,Ethernet31,True
l3leaf,leaf29,Ethernet7,spine,spine5,Ethernet31,True
l3leaf,leaf29,Ethernet8,spine,spine6,Ethernet31,True
l3leaf,leaf30,Ethernet3,spine,spine1,Ethernet32,True
l3leaf,leaf30,Ethernet4,spine,spine2,Ethernet32,True
l3leaf,leaf30,Ethernet5,spine,spine3,Ethernet32,True
l3leaf,leaf30,Ethernet6,spine,spine4,Ethernet32,True
l3leaf,leaf30,Ethernet7,spine,spine5,Ethernet32,True
l3leaf,leaf30,Ethernet8,spine,spine6,Ethernet32,True
l3leaf,leaf31,Ethernet3,spine,spine1,Ethernet33,True
l3leaf,leaf31,Ethernet4,spine,spine2,Ethernet33,True
l3leaf,leaf31,Ethernet5,spine,spine3,Ethernet33,True
l3leaf,leaf31,Ethernet6,spine,spine4,Ethernet33,True
l3leaf,leaf31,Ethernet7,spine,spine5,Ethernet33,True
l3leaf,leaf31,Ethernet8,spine,spine6,Ethernet33,True
l3leaf,leaf32,Ethernet3,spine,spine1,Ethernet34,True
l3leaf,leaf32,Ethernet4,spine,spine2,Ethernet34,True
l3leaf,leaf32,Ethernet5,spine,spine3,Ethernet34,True
l3leaf,leaf32,Ethernet6,spine,spine4,Ethernet34,True
l3leaf,leaf32,Ethernet7,spine,spine5,Ethernet34,True
l3leaf,leaf32,Ethernet8,spine,spine6,Ethernet34,True
l3leaf,leaf33,Ethernet3,spine,spine1,Ethernet35,True
l3leaf,leaf33,Ethernet4,spine,spine2,Ethernet35,True
l3leaf,leaf33,Ethernet5,spine,spine3,Ethernet35,True
l3leaf,leaf33,Ethernet6,spine,spine4,Ethernet35,True
l3leaf,leaf33,Ethernet7,spine,spine5,Ethernet35,True
l3leaf,leaf33,Ethernet8,spine,spine6,Ethernet35,True
l3leaf,leaf34,Ethernet3,spine,spine1,Ethernet36,True
l3leaf,leaf34,Ethernet4,spine,spine2,Ethernet36,True
l3leaf,leaf34,Ethernet5,spine,spine3,Ethernet36,True
l3leaf,leaf34,Ethernet6,spine,spine4,Ethernet36,True
l3leaf,leaf34,Ethernet7,spine,spine5,Ethernet36,True
l3leaf,leaf34,Ethernet8,spine,spine6,Ethernet36,True
l3leaf,leaf35,Ethernet3,spine,spine1,Ethernet37,True
l3leaf,leaf35,Ethernet4,spine,spine2,Ethernet37,True
l3leaf,leaf35,Ethernet5,spine,spine3,Ethernet37,True
l3leaf,leaf35,Ethernet6,spine,spine4,Ethernet37,True
l3leaf,leaf35,Ethernet7,spine,spine5,Ethernet37,True
l3leaf,leaf35,Ethernet8,spine,spine6,Ethernet37,True
l3leaf,leaf36,Ethernet3,spine,spine1,Ethernet38,True
l3leaf,leaf36,Ethernet4,spine,spine2,Ethernet38,True
l3leaf,leaf36,Ethernet5,spine,spine3,Ethernet38,True
l3leaf,leaf36,Ethernet6,spine,spine4,Ethernet38,True
l3leaf,leaf36,Ethernet7,spine,spine5,Ethernet38,True
l3leaf,leaf36,Ethernet8,spine,spine6,Ethernet38,True
l3leaf,leaf37,Ethernet3,spine,spine1,Ethernet39,True
l3leaf,leaf37,Ethernet4,spine,spine2,Ethernet39,True
l3leaf,leaf37,Ethernet5,spine,spine3,Ethernet39,True
l3leaf,leaf37,Ethernet6,spine,spine4,Ethernet39,True
l3leaf,leaf37,Ethernet7,spine,spine5,Ethernet39,True
l3leaf,leaf37,Ethernet8,spine,spine6,Ethernet39,True
l3leaf,leaf38,Ethernet3,spine,spine1,Ethernet40,True
l3leaf,leaf38,Ethernet4,spine,spine2,Ethernet40,True
l3leaf,leaf38,Ethernet5,spine,spine3,Ethernet40,True
l3leaf,leaf38,Ethernet6,spine,spine4,Ethernet40,True
l3leaf,leaf38,Ethernet7,spine,spine5,Ethernet40,True
l3leaf,leaf38,Ethernet8,spine,spine6,Ethernet40,True
l3leaf,leaf39,Ethernet3,spine,spine1,Ethernet41,True
l3leaf,leaf39,Ethernet4,spine,spine2,Ethernet41,True
l3leaf,leaf39,Ethernet5,spine,spine3,Ethernet41,True
l3leaf,leaf39,Ethernet6,spine,spine4,Ethernet41,True
l3leaf,leaf39,Ethernet7,spine,spine5,Ethernet41,True
l3leaf,leaf39,Ethernet8,spine,spine6,Ethernet41,True
l3leaf,leaf40,Ethernet3,spine,spine1,Ethernet42,True
l3leaf,leaf40,Ethernet4,spine,spine2,Ethernet42,True
l3leaf,leaf40,Ethernet5,spine,spine3,Ethernet42,True
l3leaf,leaf40,Ethernet6,spine,spine4,Ethernet42,True
l3leaf,leaf40,Ethernet7,spine,spine5,Ethernet42,True
l3leaf,leaf40,Ethernet8,spine,spine6,Ethernet42,True
l3leaf,leaf41,Ethernet3,spine,spine1,Ethernet43,True
l3leaf,leaf41,Ethernet4,spine,spine2,Ethernet43,True
l3leaf,leaf41,Ethernet5,spine,spine3,Ethernet43,True
l3leaf,leaf41,Ethernet6,spine,spine4,Ethernet43,True
l3leaf,leaf41,Ethernet7,spine,spine5,Ethernet43,True
l3leaf,leaf41,Ethernet8,spine,spine6,Ethernet43,True
l3leaf,leaf42,Ethernet3,spine,spine1,Ethernet44,True
l3leaf,leaf42,Ethernet4,spine,spine2,Ethernet44,True
l3leaf,leaf42,Ethernet5,spine,spine3,Ethernet44,True
l3leaf,leaf42,Ethernet6,spine,spine4,Ethernet44,True
l3leaf,leaf42,Ethernet7,spine,spine5,Ethernet44,True
l3leaf,leaf42,Ethernet8,spine,spine6,Ethernet44,True
l3leaf,leaf43,Ethernet3,spine,spine1,Ethernet45,True
l3leaf,leaf43,Ethernet4,spine,spine2,Ethernet45,True
l3leaf,leaf43,Ethernet5,spine,spine3,Ethernet45,True
l3leaf,leaf43,Ethernet6,spine,spine4,Ethernet45,True
l3leaf,leaf43,Ethernet7,spine,spine5,Ethernet45,True
l3leaf,leaf43,Ethernet8,spine,spine6,Ethernet45,True
l3leaf,leaf44,Ethernet3,spine,spine1,Ethernet46,True
l3leaf,leaf44,Ethernet4,spine,spine2,Ethernet46,True
l3leaf,leaf44,Ethernet5,spine,spine3,Ethernet46,True
l3leaf,leaf44,Ethernet6,spine,spine4,Ethernet46,True
l3leaf,leaf44,Ethernet7,spine,spine5,Ethernet46,True
l3leaf,leaf44,Ethernet8,spine,spine6,Ethernet46,True
l3leaf,leaf45,Ethernet3,spine,spine1,Ethernet47,True
l3leaf,leaf45,Ethernet4,spine,spine2,Ethernet47,True
l3leaf,leaf45,Ethernet5,spine,spine3,Ethernet47,True
l3leaf,leaf45,Ethernet6,spine,spine4,Ethernet47,True
l3leaf,leaf45,Ethernet7,spine,spine5,Ethernet47,True
l3leaf,leaf45,Ethernet8,spine,spine6,Ethernet47,True
l3leaf,leaf46,Ethernet3,spine,spine1,Ethernet48,True
l3leaf,leaf46,Ethernet4,spine,spine2,Ethernet48,True
l3leaf,leaf46,Ethernet5,spine,spine3,Ethernet48,True
l3leaf,leaf46,Ethernet6,spine,spine4,Ethernet48,True
l3leaf,leaf46,Ethernet7,spine,spine5,Ethernet48,True
l3leaf,leaf46,Ethernet8,spine,spine6,Ethernet48,True
l3leaf,leaf47,Ethernet3,spine,spine1,Ethernet49,True
l3leaf,leaf47,Ethernet4,spine,spine2,Ethernet49,True
l3leaf,leaf47,Ethernet5,spine,spine3,Ethernet49,True
l3leaf,leaf47,Ethernet6,spine,spine4,Ethernet49,True
l3leaf,leaf47,Ethernet7,spine,spine5,Ethernet49,True
l3leaf,leaf47,Ethernet8,spine,spine6,Ethernet49,True
l3leaf,leaf48,Ethernet3,spine,spine1,Ethernet50,True
l3leaf,leaf48,Ethernet4,spine,spine2,Ethernet50,True
l3leaf,leaf48,Ethernet5,spine,spine3,Ethernet50,True
l3leaf,leaf48,Ethernet6,spine,spine4,Ethernet50,True
l3leaf,leaf48,Ethernet7,spine,spine5,Ethernet50,True
l3leaf,leaf48,Ethernet8,spine,spine6,Ethernet50,True
l3leaf,leaf49,Ethernet3,spine,spine1,Ethernet51,True
l3leaf,leaf49,Ethernet4,spine,spine2,Ethernet51,True
l3leaf,leaf49,Ethernet5,spine,spine3,Ethernet51,True
l3leaf,leaf49,Ethernet6,spine,spine4,Ethernet51,True
l3leaf,leaf49,Ethernet7,spine,spine5,Ethernet51,True
l3leaf,leaf49,Ethernet8,spine,spine6,Ethernet51,True
l3leaf,leaf50,Ethernet3,spine,spine1,Ethernet52,True
l3leaf,leaf50,Ethernet4,spine,spine2,Ethernet52,True
l3leaf,leaf50,Ethernet5,spine,spine3,Ethernet52,True
l3leaf,leaf50,Ethernet6,spine,spine4,Ethernet52,True
l3leaf,leaf50,Ethernet7,spine,spine5,Ethernet52,True
l3leaf,leaf50,Ethernet8,spine,spine6,Ethernet52,True
l3leaf,leaf51,Ethernet3,spine,spine1,Ethernet53,True
l3leaf,leaf51,Ethernet4,spine,spine2,Ethernet53,True
l3leaf,leaf51,Ethernet5,spine,spine3,Ethernet53,True
l3leaf,leaf51,Ethernet6,spine,spine4,Ethernet53,True
l3leaf,leaf51,Ethernet7,spine,spine5,Ethernet53,True
l3leaf,leaf51,Ethernet8,spine,spine6,Ethernet53,True
l3leaf,leaf52,Ethernet3,spine,spine1,Ethernet54,True
l3leaf,leaf52,Ethernet4,spine,spine2,Ethernet54,True
l3leaf,leaf52,Ethernet5,spine,spine3,Ethernet54,True
l3leaf,leaf52,Ethernet6,spine,spine4,Ethernet54,True
l3leaf,leaf52,Ethernet7,spine,spine5,Ethernet54,True
l3leaf,leaf52,Ethernet8,spine,spine6,Ethernet54,True
l3leaf,leaf53,Ethernet3,spine,spine1,Ethernet55,True
l3leaf,leaf53,Ethernet4,spine,spine2,Ethernet55,True
l3leaf,leaf53,Ethernet5,spine,spine3,Ethernet55,True
l3leaf,leaf53,Ethernet6,spine,spine4,Ethernet55,True
l3leaf,leaf53,Ethernet7,spine,spine5,Ethernet55,True
l3leaf,leaf53,Ethernet8,spine,spine6,Ethernet55,True
l3leaf,leaf54,Ethernet3,spine,spine1,Ethernet56,True
l3leaf,leaf54,Ethernet4,spine,spine2,Ethernet56,True
l3leaf,leaf54,Ethernet5,spine,spine3,Ethernet56,True
l3leaf,leaf54,Ethernet6,spine,spine4,Ethernet56,True
l3leaf,leaf54,Ethernet7,spine,spine5,Ethernet56,True
l3leaf,leaf54,Ethernet8,spine,spine6,Ethernet56,True
l3leaf,leaf55,Ethernet3,spine,spine1,Ethernet57,True
l3leaf,leaf55,Ethernet4,spine,spine2,Ethernet57,True
l3leaf,leaf55,Ethernet5,spine,spine3,Ethernet57,True
l3leaf,leaf55,Ethernet6,spine,spine4,Ethernet57,True
l3leaf,leaf55,Ethernet7,spine,spine5,Ethernet57,True
l3leaf,leaf55,Ethernet8,spine,spine6,Ethernet57,True
l3leaf,leaf56,Ethernet3,spine,spine1,Ethernet58,True
l3leaf,leaf56,Ethernet4,spine,spine2,Ethernet58,True
l3leaf,leaf56,Ethernet5,spine,spine3,Ethernet58,True
l3leaf,leaf56,Ethernet6,spine,spine4,Ethernet58,True
l3leaf,leaf56,Ethernet7,spine,spine5,Ethernet58,True
l3leaf,leaf56,Ethernet8,spine,spine6,Ethernet58,True
l3leaf,leaf57,Ethernet3,spine,spine1,Ethernet59,True
l3leaf,leaf57,Ethernet4,spine,spine2,Ethernet59,True
l3leaf,leaf57,Ethernet5,spine,spine3,Ethernet59,True
l3leaf,leaf57,Ethernet6,spine,spine4,Ethernet59,True
l3leaf,leaf57,Ethernet7,spine,spine5,Ethernet59,True
l3leaf,leaf57,Ethernet8,spine,spine6,Ethernet59,True
l3leaf,leaf58,Ethernet3,spine,spine1,Ethernet60,True
l3leaf,leaf58,Ethernet4,spine,spine2,Ethernet60,True
l3leaf,leaf58,Ethernet5,spine,spine3,Ethernet60,True
l3leaf,leaf58,Ethernet6,spine,spine4,Ethernet60,True
l3leaf,leaf58,Ethernet7,spine,spine5,Ethernet60,True
l3leaf,leaf58,Ethernet8,spine,spine6,Ethernet60,True
l3leaf,leaf59,Ethernet3,spine,spine1,Ethernet61,True
l3leaf,leaf59,Ethernet4,spine,spine2,Ethernet61,True
l3leaf,leaf59,Ethernet5,spine,spine3,Ethernet61,True
l3leaf,leaf59,Ethernet6,spine,spine4,Ethernet61,True
l3leaf,leaf59,Ethernet7,spine,spine5,Ethernet61,True
l3leaf,leaf59,Ethernet8,spine,spine6,Ethernet61,True
l3leaf,leaf60,Ethernet3,spine,spine1,Ethernet62,True
l3leaf,leaf60,Ethernet4,spine,spine2,Ethernet62,True
l3leaf,leaf60,Ethernet5,spine,spine3,Ethernet62,True
l3leaf,leaf60,Ethernet6,spine,spine4,Ethernet62,True
l3leaf,leaf60,Ethernet7,spine,spine5,Ethernet62,True
l3leaf,leaf60,Ethernet8,spine,spine6,Ethernet62,True
l3leaf,leaf61,Ethernet3,spine,spine1,Ethernet63,True
l3leaf,leaf61,Ethernet4,spine,spine2,Ethernet63,True
l3leaf,leaf61,Ethernet5,spine,spine3,Ethernet63,True
l3leaf,leaf61,Ethernet6,spine,spine4,Ethernet63,True
l3leaf,leaf61,Ethernet7,spine,spine5,Ethernet63,True
l3leaf,leaf61,Ethernet8,spine,spine6,Ethernet63,True
l3leaf,leaf62,Ethernet3,spine,spine1,Ethernet64,True
l3leaf,leaf62,Ethernet4,spine,spine2,Ethernet64,True
l3leaf,leaf62,Ethernet5,spine,spine3,Ethernet64,True
l3leaf,leaf62,Ethernet6,spine,spine4,Ethernet64,True
l3leaf,leaf62,Ethernet7,spine,spine5,Ethernet64,True
l3leaf,leaf62,Ethernet8,spine,spine6,Ethernet64,True
l3leaf,leaf63,Ethernet3,spine,spine1,Ethernet65,True
l3leaf,leaf63,Ethernet4,spine,spine2,Ethernet65,True
l3leaf,leaf63,Ethernet5,spine,spine3,Ethernet65,True
l3leaf,leaf63,Ethernet6,spine,spine4,Ethernet65,True
l3leaf,leaf63,Ethernet7,spine,spine5,Ethernet65,True
l3leaf,leaf63,Ethernet8,spine,spine6,Ethernet65,True
l3leaf,leaf64,Ethernet3,spine,spine1,Ethernet66,True
l3leaf,leaf64,Ethernet4,spine,spine2,Ethernet66,True
l3leaf,leaf64,Ethernet5,spine,spine3,Ethernet66,True
l3leaf,leaf64,Ethernet6,spine,spine4,Ethernet66,True
l3leaf,leaf64,Ethernet7,spine,spine5,Ethernet66,True
l3leaf,leaf64,Ethernet8,spine,spine6,Ethernet66,True
l3leaf,leaf65,Ethernet3,spine,spine1,Ethernet67,True
l3leaf,leaf65,Ethernet4,spine,spine2,Ethernet67,True
l3leaf,leaf65,Ethernet5,spine,spine3,Ethernet67,True
l3leaf,leaf65,Ethernet6,spine,spine4,Ethernet67,True
l3leaf,leaf65,Ethernet7,spine,spine5,Ethernet67,True
l3leaf,leaf65,Ethernet8,spine,spine6,Ethernet67,True
l3leaf,leaf66,Ethernet3,spine,spine1,Ethernet68,True
l3leaf,leaf66,Ethernet4,spine,spine2,Ethernet68,True
l3leaf,leaf66,Ethernet5,spine,spine3,Ethernet68,True
l3leaf,leaf66,Ethernet6,spine,spine4,Ethernet68,True
l3leaf,leaf66,Ethernet7,spine,spine5,Ethernet68,True
l3leaf,leaf66,Ethernet8,spine,spine6,Ethernet68,True
l3leaf,leaf67,Ethernet3,spine,spine1,Ethernet69,True
l3leaf,leaf67,Ethernet4,spine,spine2,Ethernet69,True
l3leaf,leaf67,Ethernet5,spine,spine3,Ethernet69,True
l3leaf,leaf67,Ethernet6,spine,spine4,Ethernet69,True
