Type,Node,Node Interface,Leaf IP Address,Peer Type,Peer Node,Peer Interface,Peer IP Address
l3leaf,leaf6,Ethernet3,192.168.0.61/31,spine,spine1,Ethernet8,192.168.0.60/31
l3leaf,leaf6,Ethernet4,192.168.0.63/31,spine,spine2,Ethernet8,192.168.0.62/31
l3leaf,leaf6,Ethernet5,192.168.0.65/31,spine,spine3,Ethernet8,192.168.0.64/31
l3leaf,leaf6,Ethernet6,192.168.0.67/31,spine,spine4,Ethernet8,192.168.0.66/31
l3leaf,leaf6,Ethernet7,192.168.0.69/31,spine,spine5,Ethernet8,192.168.0.68/31
l3leaf,leaf6,Ethernet8,192.168.0.71/31,spine,spine6,Ethernet8,192.168.0.70/31
l3leaf,leaf7,Ethernet3,192.168.0.73/31,spine,spine1,Ethernet9,192.168.0.72/31
l3leaf,leaf7,Ethernet4,192.168.0.75/31,spine,spine2,Ethernet9,192.168.0.74/31
l3leaf,leaf7,Ethernet5,192.168.0.77/31,spine,spine3,Ethernet9,192.168.0.76/31
l3leaf,leaf7,Ethernet6,192.168.0.79/31,spine,spine4,Ethernet9,192.168.0.78/31
l3leaf,leaf7,Ethernet7,192.168.0.81/31,spine,spine5,Ethernet9,192.168.0.80/31
l3leaf,leaf7,Ethernet8,192.168.0.83/31,spine,spine6,Ethernet9,192.168.0.82/31
l3leaf,leaf8,Ethernet3,192.168.0.85/31,spine,spine1,Ethernet10,192.168.0.84/31
l3leaf,leaf8,Ethernet4,192.168.0.87/31,spine,spine2,Ethernet10,192.168.0.86/31
l3leaf,leaf8,Ethernet5,192.168.0.89/31,spine,spine3,Ethernet10,192.168.0.88/31
l3leaf,leaf8,Ethernet6,192.168.0.91/31,spine,spine4,Ethernet10,192.168.0.90/31
l3leaf,leaf8,Ethernet7,192.168.0.93/31,spine,spine5,Ethernet10,192.168.0.92/31
l3leaf,leaf8,Ethernet8,192.168.0.95/31,spine,spine6,Ethernet10,192.168.0.94/31
l3leaf,leaf9,Ethernet3,192.168.0.97/31,spine,spine1,Ethernet11,192.168.0.96/31
l3leaf,leaf9,Ethernet4,192.168.0.99/31,spine,spine2,Ethernet11,192.168.0.98/31
l3leaf,leaf9,Ethernet5,192.168.0.101/31,spine,spine3,Ethernet11,192.168.0.100/31
l3leaf,leaf9,Ethernet6,192.168.0.103/31,spine,spine4,Ethernet11,192.168.0.102/31
l3leaf,leaf9,Ethernet7,192.168.0.105/31,spine,spine5,Ethernet11,192.168.0.104/31
l3leaf,leaf9,Ethernet8,192.168.0.107/31,spine,spine6,Ethernet11,192.168.0.106/31
l3leaf,leaf10,Ethernet3,192.168.0.109/31,spine,spine1,Ethernet12,192.168.0.108/31
l3leaf,leaf10,Ethernet4,192.168.0.111/31,spine,spine2,Ethernet12,192.168.0.110/31
l3leaf,leaf10,Ethernet5,192.168.0.113/31,spine,spine3,Ethernet12,192.168.0.112/31
l3leaf,leaf10,Ethernet6,192.168.0.115/31,spine,spine4,Ethernet12,192.168.0.114/31
l3leaf,leaf10,Ethernet7,192.168.0.117/31,spine,spine5,Ethernet12,192.168.0.116/31
l3leaf,leaf10,Ethernet8,192.168.0.119/31,spine,spine6,Ethernet12,192.168.0.118/31
l3leaf,leaf11,Ethernet3,192.168.0.121/31,spine,spine1,Ethernet13,192.168.0.120/31
l3leaf,leaf11,Ethernet4,192.168.0.123/31,spine,spine2,Ethernet13,192.168.0.122/31
l3leaf,leaf11,Ethernet5,192.168.0.125/31,spine,spine3,Ethernet13,192.168.0.124/31
l3leaf,leaf11,Ethernet6,192.168.0.127/31,spine,spine4,Ethernet13,192.168.0.126/31
l3leaf,leaf11,Ethernet7,192.168.0.129/31,spine,spine5,Ethernet13,192.168.0.128/31
l3leaf,leaf11,Ethernet8,192.168.0.131/31,spine,spine6,Ethernet13,192.168.0.130/31
l3leaf,leaf12,Ethernet3,192.168.0.133/31,spine,spine1,Ethernet14,192.168.0.132/31
l3leaf,leaf12,Ethernet4,192.168.0.135/31,spine,spine2,Ethernet14,192.168.0.134/31
l3leaf,leaf12,Ethernet5,192.168.0.137/31,spine,spine3,Ethernet14,192.168.0.136/31
l3leaf,leaf12,Ethernet6,192.168.0.139/31,spine,spine4,Ethernet14,192.168.0.138/31
l3leaf,leaf12,Ethernet7,192.168.0.141/31,spine,spine5,Ethernet14,192.168.0.140/31
l3leaf,leaf12,Ethernet8,192.168.0.143/31,spine,spine6,Ethernet14,192.168.0.142/31
l3leaf,leaf13,Ethernet3,192.168.0.145/31,spine,spine1,Ethernet15,192.168.0.144/31
l3leaf,leaf13,Ethernet4,192.168.0.147/31,spine,spine2,Ethernet15,192.168.0.146/31
l3leaf,leaf13,Ethernet5,192.168.0.149/31,spine,spine3,Ethernet15,192.168.0.148/31
l3leaf,leaf13,Ethernet6,192.168.0.151/31,spine,spine4,Ethernet15,192.168.0.150/31
l3leaf,leaf13,Ethernet7,192.168.0.153/31,spine,spine5,Ethernet15,192.168.0.152/31
l3leaf,leaf13,Ethernet8,192.168.0.155/31,spine,spine6,Ethernet15,192.168.0.154/31
l3leaf,leaf14,Ethernet3,192.168.0.157/31,spine,spine1,Ethernet16,192.168.0.156/31
l3leaf,leaf14,Ethernet4,192.168.0.159/31,spine,spine2,Ethernet16,192.168.0.158/31
l3leaf,leaf14,Ethernet5,192.168.0.161/31,spine,spine3,Ethernet16,192.168.0.160/31
l3leaf,leaf14,Ethernet6,192.168.0.163/31,spine,spine4,Ethernet16,192.168.0.162/31
l3leaf,leaf14,Ethernet7,192.168.0.165/31,spine,spine5,Ethernet16,192.168.0.164/31
l3leaf,leaf14,Ethernet8,192.168.0.167/31,spine,spine6,Ethernet16,192.168.0.166/31
l3leaf,leaf15,Ethernet3,192.168.0.169/31,spine,spine1,Ethernet17,192.168.0.168/31
l3leaf,leaf15,Ethernet4,192.168.0.171/31,spine,spine2,Ethernet17,192.168.0.170/31
l3leaf,leaf15,Ethernet5,192.168.0.173/31,spine,spine3,Ethernet17,192.168.0.172/31
l3leaf,leaf15,Ethernet6,192.168.0.175/31,spine,spine4,Ethernet17,192.168.0.174/31
l3leaf,leaf15,Ethernet7,192.168.0.177/31,spine,spine5,Ethernet17,192.168.0.176/31
l3leaf,leaf15,Ethernet8,192.168.0.179/31,spine,spine6,Ethernet17,192.168.0.178/31
l3leaf,leaf16,Ethernet3,192.168.0.181/31,spine,spine1,Ethernet18,192.168.0.180/31
l3leaf,leaf16,Ethernet4,192.168.0.183/31,spine,spine2,Ethernet18,192.168.0.182/31
l3leaf,leaf16,Ethernet5,192.168.0.185/31,spine,spine3,Ethernet18,192.168.0.184/31
l3leaf,leaf16,Ethernet6,192.168.0.187/31,spine,spine4,Ethernet18,192.168.0.186/31
l3leaf,leaf16,Ethernet7,192.168.0.189/31,spine,spine5,Ethernet18,192.168.0.188/31
l3leaf,leaf16,Ethernet8,192.168.0.191/31,spine,spine6,Ethernet18,192.168.0.190/31
l3leaf,leaf17,Ethernet3,192.168.0.193/31,spine,spine1,Ethernet19,192.168.0.192/31
l3leaf,leaf17,Ethernet4,192.168.0.195/31,spine,spine2,Ethernet19,192.168.0.194/31
l3leaf,leaf17,Ethernet5,192.168.0.197/31,spine,spine3,Ethernet19,192.168.0.196/31
l3leaf,leaf17,Ethernet6,192.168.0.199/31,spine,spine4,Ethernet19,192.168.0.198/31
l3leaf,leaf17,Ethernet7,192.168.0.201/31,spine,spine5,Ethernet19,192.168.0.200/31
l3leaf,leaf17,Ethernet8,192.168.0.203/31,spine,spine6,Ethernet19,192.168.0.202/31
l3leaf,leaf18,Ethernet3,192.168.0.205/31,spine,spine1,Ethernet20,192.168.0.204/31
l3leaf,leaf18,Ethernet4,192.168.0.207/31,spine,spine2,Ethernet20,192.168.0.206/31
l3leaf,leaf18,Ethernet5,192.168.0.209/31,spine,spine3,Ethernet20,192.168.0.208/31
l3leaf,leaf18,Ethernet6,192.168.0.211/31,spine,spine4,Ethernet20,192.168.0.210/31
l3leaf,leaf18,Ethernet7,192.168.0.213/31,spine,spine5,Ethernet20,192.168.0.212/31
l3leaf,leaf18,Ethernet8,192.168.0.215/31,spine,spine6,Ethernet20,192.168.0.214/31
l3leaf,leaf19,Ethernet3,192.168.0.217/31,spine,spine1,Ethernet21,192.168.0.216/31
l3leaf,leaf19,Ethernet4,192.168.0.219/31,spine,spine2,Ethernet21,192.168.0.218/31
l3leaf,leaf19,Ethernet5,192.168.0.221/31,spine,spine3,Ethernet21,192.168.0.220/31
l3leaf,leaf19,Ethernet6,192.168.0.223/31,spine,spine4,Ethernet21,192.168.0.222/31
l3leaf,leaf19,Ethernet7,192.168.0.225/31,spine,spine5,Ethernet21,192.168.0.224/31
l3leaf,leaf19,Ethernet8,192.168.0.227/31,spine,spine6,Ethernet21,192.168.0.226/31
l3leaf,leaf20,Ethernet3,192.168.0.229/31,spine,spine1,Ethernet22,192.168.0.228/31
l3leaf,leaf20,Ethernet4,192.168.0.231/31,spine,spine2,Ethernet22,192.168.0.230/31
l3leaf,leaf20,Ethernet5,192.168.0.233/31,spine,spine3,Ethernet22,192.168.0.232/31
l3leaf,leaf20,Ethernet6,192.168.0.235/31,spine,spine4,Ethernet22,192.168.0.234/31
l3leaf,leaf20,Ethernet7,192.168.0.237/31,spine,spine5,Ethernet22,192.168.0.236/31
l3leaf,leaf20,Ethernet8,192.168.0.239/31,spine,spine6,Ethernet22,192.168.0.238/31
l3leaf,leaf21,Ethernet3,192.168.0.241/31,spine,spine1,Ethernet23,192.168.0.240/31
l3leaf,leaf21,Ethernet4,192.168.0.243/31,spine,spine2,Ethernet23,192.168.0.242/31
l3leaf,leaf21,Ethernet5,192.168.0.245/31,spine,spine3,Ethernet23,192.168.0.244/31
l3leaf,leaf21,Ethernet6,192.168.0.247/31,spine,spine4,Ethernet23,192.168.0.246/31
l3leaf,leaf21,Ethernet7,192.168.0.249/31,spine,spine5,Ethernet23,192.168.0.248/31
l3leaf,leaf21,Ethernet8,192.168.0.251/31,spine,spine6,Ethernet23,192.168.0.250/31
l3leaf,leaf22,Ethernet3,192.168.0.253/31,spine,spine1,Ethernet24,192.168.0.252/31
l3leaf,leaf22,Ethernet4,192.168.0.255/31,spine,spine2,Ethernet24,192.168.0.254/31
l3leaf,leaf22,Ethernet5,192.168.1.1/31,spine,spine3,Ethernet24,192.168.1.0/31
l3leaf,leaf22,Ethernet6,192.168.1.3/31,spine,spine4,Ethernet24,192.168.1.2/31
l3leaf,leaf22,Ethernet7,192.168.1.5/31,spine,spine5,Ethernet24,192.168.1.4/31
l3leaf,leaf22,Ethernet8,192.168.1.7/31,spine,spine6,Ethernet24,192.168.1.6/31
l3leaf,leaf23,Ethernet3,192.168.1.9/31,spine,spine1,Ethernet25,192.168.1.8/31
l3leaf,leaf23,Ethernet4,192.168.1.11/31,spine,spine2,Ethernet25,192.168.1.10/31
l3leaf,leaf23,Ethernet5,192.168.1.13/31,spine,spine3,Ethernet25,192.168.1.12/31
l3leaf,leaf23,Ethernet6,192.168.1.15/31,spine,spine4,Ethernet25,192.168.1.14/31
l3leaf,leaf23,Ethernet7,192.168.1.17/31,spine,spine5,Ethernet25,192.168.1.16/31
l3leaf,leaf23,Ethernet8,192.168.1.19/31,spine,spine6,Ethernet25,192.168.1.18/31
l3leaf,leaf24,Ethernet3,192.168.1.21/31,spine,spine1,Ethernet26,192.168.1.20/31
l3leaf,leaf24,Ethernet4,192.168.1.23/31,spine,spine2,Ethernet26,192.168.1.22/31
l3leaf,leaf24,Ethernet5,192.168.1.25/31,spine,spine3,Ethernet26,192.168.1.24/31
l3leaf,leaf24,Ethernet6,192.168.1.27/31,spine,spine4,Ethernet26,192.168.1.26/31
l3leaf,leaf24,Ethernet7,192.168.1.29/31,spine,spine5,Ethernet26,192.168.1.28/31
l3leaf,leaf24,Ethernet8,192.168.1.31/31,spine,spine6,Ethernet26,192.168.1.30/31
l3leaf,leaf25,Ethernet3,192.168.1.33/31,spine,spine1,Ethernet27,192.168.1.32/31
l3leaf,leaf25,Ethernet4,192.168.1.35/31,spine,spine2,Ethernet27,192.168.1.34/31
l3leaf,leaf25,Ethernet5,192.168.1.37/31,spine,spine3,Ethernet27,192.168.1.36/31
l3leaf,leaf25,Ethernet6,192.168.1.39/31,spine,spine4,Ethernet27,192.168.1.38/31
l3leaf,leaf25,Ethernet7,192.168.1.41/31,spine,spine5,Ethernet27,192.168.1.40/31
l3leaf,leaf25,Ethernet8,192.168.1.43/31,spine,spine6,Ethernet27,192.168.1.42/31
l3leaf,leaf26,Ethernet3,192.168.1.45/31,spine,spine1,Ethernet28,192.168.1.44/31
l3leaf,leaf26,Ethernet4,192.168.1.47/31,spine,spine2,Ethernet28,192.168.1.46/31
l3leaf,leaf26,Ethernet5,192.168.1.49/31,spine,spine3,Ethernet28,192.168.1.48/31
l3leaf,leaf26,Ethernet6,192.168.1.51/31,spine,spine4,Ethernet28,192.168.1.50/31
l3leaf,leaf26,Ethernet7,192.168.1.53/31,spine,spine5,Ethernet28,192.168.1.52/31
l3leaf,leaf26,Ethernet8,192.168.1.55/31,spine,spine6,Ethernet28,192.168.1.54/31
l3leaf,leaf27,Ethernet3,192.168.1.57/31,spine,spine1,Ethernet29,192.168.1.56/31
l3leaf,leaf27,Ethernet4,192.168.1.59/31,spine,spine2,Ethernet29,192.168.1.58/31
l3leaf,leaf27,Ethernet5,192.168.1.61/31,spine,spine3,Ethernet29,192.168.1.60/31
l3leaf,leaf27,Ethernet6,192.168.1.63/31,spine,spine4,Ethernet29,192.168.1.62/31
l3leaf,leaf27,Ethernet7,192.168.1.65/31,spine,spine5,Ethernet29,192.168.1.64/31
l3leaf,leaf27,Ethernet8,192.168.1.67/31,spine,spine6,Ethernet29,192.168.1.66/31
l3leaf,leaf28,Ethernet3,192.168.1.69/31,spine,spine1,Ethernet30,192.168.1.68/31
l3leaf,leaf28,Ethernet4,192.168.1.71/31,spine,spine2,Ethernet30,192.168.1.70/31
l3leaf,leaf28,Ethernet5,192.168.1.73/31,spine,spine3,Ethernet30,192.168.1.72/31
l3leaf,leaf28,Ethernet6,192.168.1.75/31,spine,spine4,Ethernet30,192.168.1.74/31
l3leaf,leaf28,Ethernet7,192.168.1.77/31,spine,spine5,Ethernet30,192.168.1.76/31
l3leaf,leaf28,Ethernet8,192.168.1.79/31,spine,spine6,Ethernet30,192.168.1.78/31
l3leaf,leaf29,Ethernet3,192.168.1.81/31,spine,spine1,Ethernet31,192.168.1.80/31
l3leaf,leaf29,Ethernet4,192.168.1.83/31,spine,spine2,Ethernet31,192.168.1.82/31
l3leaf,leaf29,Ethernet5,192.168.1.85/31,spine,spine3,Ethernet31,192.168.1.84/31
l3leaf,leaf29,Ethernet6,192.168.1.87/31,spine,spine4,Ethernet31,192.168.1.86/31
l3leaf,leaf29,Ethernet7,192.168.1.89/31,spine,spine5,Ethernet31,192.168.1.88/31
l3leaf,leaf29,Ethernet8,192.168.1.91/31,spine,spine6,Ethernet31,192.168.1.90/31
l3leaf,leaf30,Ethernet3,192.168.1.93/31,spine,spine1,Ethernet32,192.168.1.92/31
l3leaf,leaf30,Ethernet4,192.168.1.95/31,spine,spine2,Ethernet32,192.168.1.94/31
l3leaf,leaf30,Ethernet5,192.168.1.97/31,spine,spine3,Ethernet32,192.168.1.96/31
l3leaf,leaf30,Ethernet6,192.168.1.99/31,spine,spine4,Ethernet32,192.168.1.98/31
l3leaf,leaf30,Ethernet7,192.168.1.101/31,spine,spine5,Ethernet32,192.168.1.100/31
l3leaf,leaf30,Ethernet8,192.168.1.103/31,spine,spine6,Ethernet32,192.168.1.102/31
l3leaf,leaf31,Ethernet3,192.168.1.105/31,spine,spine1,Ethernet33,192.168.1.104/31
l3leaf,leaf31,Ethernet4,192.168.1.107/31,spine,spine2,Ethernet33,192.168.1.106/31
l3leaf,leaf31,Ethernet5,192.168.1.109/31,spine,spine3,Ethernet33,192.168.1.108/31
l3leaf,leaf31,Ethernet6,192.168.1.111/31,spine,spine4,Ethernet33,192.168.1.110/31
l3leaf,leaf31,Ethernet7,192.168.1.113/31,spine,spine5,Ethernet33,192.168.1.112/31
l3leaf,leaf31,Ethernet8,192.168.1.115/31,spine,spine6,Ethernet33,192.168.1.114/31
l3leaf,leaf32,Ethernet3,192.168.1.117/31,spine,spine1,Ethernet34,192.168.1.116/31
l3leaf,leaf32,Ethernet4,192.168.1.119/31,spine,spine2,Ethernet34,192.168.1.118/31
l3leaf,leaf32,Ethernet5,192.168.1.121/31,spine,spine3,Ethernet34,192.168.1.120/31
l3leaf,leaf32,Ethernet6,192.168.1.123/31,spine,spine4,Ethernet34,192.168.1.122/31
l3leaf,leaf32,Ethernet7,192.168.1.125/31,spine,spine5,Ethernet34,192.168.1.124/31
l3leaf,leaf32,Ethernet8,192.168.1.127/31,spine,spine6,Ethernet34,192.168.1.126/31
l3leaf,leaf33,Ethernet3,192.168.1.129/31,spine,spine1,Ethernet35,192.168.1.128/31
l3leaf,leaf33,Ethernet4,192.168.1.131/31,spine,spine2,Ethernet35,192.168.1.130/31
l3leaf,leaf33,Ethernet5,192.168.1.133/31,spine,spine3,Ethernet35,192.168.1.132/31
l3leaf,leaf33,Ethernet6,192.168.1.135/31,spine,spine4,Ethernet35,192.168.1.134/31
l3leaf,leaf33,Ethernet7,192.168.1.137/31,spine,spine5,Ethernet35,192.168.1.136/31
l3leaf,leaf33,Ethernet8,192.168.1.139/31,spine,spine6,Ethernet35,192.168.1.138/31
l3leaf,leaf34,Ethernet3,192.168.1.141/31,spine,spine1,Ethernet36,192.168.1.140/31
l3leaf,leaf34,Ethernet4,192.168.1.143/31,spine,spine2,Ethernet36,192.168.1.142/31
l3leaf,leaf34,Ethernet5,192.168.1.145/31,spine,spine3,Ethernet36,192.168.1.144/31
l3leaf,leaf34,Ethernet6,192.168.1.147/31,spine,spine4,Ethernet36,192.168.1.146/31
l3leaf,leaf34,Ethernet7,192.168.1.149/31,spine,spine5,Ethernet36,192.168.1.148/31
l3leaf,leaf34,Ethernet8,192.168.1.151/31,spine,spine6,Ethernet36,192.168.1.150/31
l3leaf,leaf35,Ethernet3,192.168.1.153/31,spine,spine1,Ethernet37,192.168.1.152/31
l3leaf,leaf35,Ethernet4,192.168.1.155/31,spine,spine2,Ethernet37,192.168.1.154/31
l3leaf,leaf35,Ethernet5,192.168.1.157/31,spine,spine3,Ethernet37,192.168.1.156/31
l3leaf,leaf35,Ethernet6,192.168.1.159/31,spine,spine4,Ethernet37,192.168.1.158/31
l3leaf,leaf35,Ethernet7,192.168.1.161/31,spine,spine5,Ethernet37,192.168.1.160/31
l3leaf,leaf35,Ethernet8,192.168.1.163/31,spine,spine6,Ethernet37,192.168.1.162/31
l3leaf,leaf36,Ethernet3,192.168.1.165/31,spine,spine1,Ethernet38,192.168.1.164/31
l3leaf,leaf36,Ethernet4,192.168.1.167/31,spine,spine2,Ethernet38,192.168.1.166/31
l3leaf,leaf36,Ethernet5,192.168.1.169/31,spine,spine3,Ethernet38,192.168.1.168/31
l3leaf,leaf36,Ethernet6,192.168.1.171/31,spine,spine4,Ethernet38,192.168.1.170/31
l3leaf,leaf36,Ethernet7,192.168.1.173/31,spine,spine5,Ethernet38,192.168.1.172/31
l3leaf,leaf36,Ethernet8,192.168.1.175/31,spine,spine6,Ethernet38,192.168.1.174/31
l3leaf,leaf37,Ethernet3,192.168.1.177/31,spine,spine1,Ethernet39,192.168.1.176/31
l3leaf,leaf37,Ethernet4,192.168.1.179/31,spine,spine2,Ethernet39,192.168.1.178/31
l3leaf,leaf37,Ethernet5,192.168.1.181/31,spine,spine3,Ethernet39,192.168.1.180/31
l3leaf,leaf37,Ethernet6,192.168.1.183/31,spine,spine4,Ethernet39,192.168.1.182/31
l3leaf,leaf37,Ethernet7,192.168.1.185/31,spine,spine5,Ethernet39,192.168.1.184/31
l3leaf,leaf37,Ethernet8,192.168.1.187/31,spine,spine6,Ethernet39,192.168.1.186/31
l3leaf,leaf38,Ethernet3,192.168.1.189/31,spine,spine1,Ethernet40,192.168.1.188/31
l3leaf,leaf38,Ethernet4,192.168.1.191/31,spine,spine2,Ethernet40,192.168.1.190/31
l3leaf,leaf38,Ethernet5,192.168.1.193/31,spine,spine3,Ethernet40,192.168.1.192/31
l3leaf,leaf38,Ethernet6,192.168.1.195/31,spine,spine4,Ethernet40,192.168.1.194/31
l3leaf,leaf38,Ethernet7,192.168.1.197/31,spine,spine5,Ethernet40,192.168.1.196/31
l3leaf,leaf38,Ethernet8,192.168.1.199/31,spine,spine6,Ethernet40,192.168.1.198/31
l3leaf,leaf39,Ethernet3,192.168.1.201/31,spine,spine1,Ethernet41,192.168.1.200/31
l3leaf,leaf39,Ethernet4,192.168.1.203/31,spine,spine2,Ethernet41,192.168.1.202/31
l3leaf,leaf39,Ethernet5,192.168.1.205/31,spine,spine3,Ethernet41,192.168.1.204/31
l3leaf,leaf39,Ethernet6,192.168.1.207/31,spine,spine4,Ethernet41,192.168.1.206/31
l3leaf,leaf39,Ethernet7,192.168.1.209/31,spine,spine5,Ethernet41,192.168.1.208/31
l3leaf,leaf39,Ethernet8,192.168.1.211/31,spine,spine6,Ethernet41,192.168.1.210/31
l3leaf,leaf40,Ethernet3,192.168.1.213/31,spine,spine1,Ethernet42,192.168.1.212/31
l3leaf,leaf40,Ethernet4,192.168.1.215/31,spine,spine2,Ethernet42,192.168.1.214/31
l3leaf,leaf40,Ethernet5,192.168.1.217/31,spine,spine3,Ethernet42,192.168.1.216/31
l3leaf,leaf40,Ethernet6,192.168.1.219/31,spine,spine4,Ethernet42,192.168.1.218/31
l3leaf,leaf40,Ethernet7,192.168.1.221/31,spine,spine5,Ethernet42,192.168.1.220/31
l3leaf,leaf40,Ethernet8,192.168.1.223/31,spine,spine6,Ethernet42,192.168.1.222/31
l3leaf,leaf41,Ethernet3,192.168.1.225/31,spine,spine1,Ethernet43,192.168.1.224/31
l3leaf,leaf41,Ethernet4,192.168.1.227/31,spine,spine2,Ethernet43,192.168.1.226/31
l3leaf,leaf41,Ethernet5,192.168.1.229/31,spine,spine3,Ethernet43,192.168.1.228/31
l3leaf,leaf41,Ethernet6,192.168.1.231/31,spine,spine4,Ethernet43,192.168.1.230/31
l3leaf,leaf41,Ethernet7,192.168.1.233/31,spine,spine5,Ethernet43,192.168.1.232/31
l3leaf,leaf41,Ethernet8,192.168.1.235/31,spine,spine6,Ethernet43,192.168.1.234/31
l3leaf,leaf42,Ethernet3,192.168.1.237/31,spine,spine1,Ethernet44,192.168.1.236/31
l3leaf,leaf42,Ethernet4,192.168.1.239/31,spine,spine2,Ethernet44,192.168.1.238/31
l3leaf,leaf42,Ethernet5,192.168.1.241/31,spine,spine3,Ethernet44,192.168.1.240/31
l3leaf,leaf42,Ethernet6,192.168.1.243/31,spine,spine4,Ethernet44,192.168.1.242/31
l3leaf,leaf42,Ethernet7,192.168.1.245/31,spine,spine5,Ethernet44,192.168.1.244/31
l3leaf,leaf42,Ethernet8,192.168.1.247/31,spine,spine6,Ethernet44,192.168.1.246/31
l3leaf,leaf43,Ethernet3,192.168.1.249/31,spine,spine1,Ethernet45,192.168.1.248/31
l3leaf,leaf43,Ethernet4,192.168.1.251/31,spine,spine2,Ethernet45,192.168.1.250/31
l3leaf,leaf43,Ethernet5,192.168.1.253/31,spine,spine3,Ethernet45,192.168.1.252/31
l3leaf,leaf43,Ethernet6,192.168.1.255/31,spine,spine4,Ethernet45,192.168.1.254/31
l3leaf,leaf43,Ethernet7,192.168.2.1/31,spine,spine5,Ethernet45,192.168.2.0/31
l3leaf,leaf43,Ethernet8,192.168.2.3/31,spine,spine6,Ethernet45,192.168.2.2/31
l3leaf,leaf44,Ethernet3,192.168.2.5/31,spine,spine1,Ethernet46,192.168.2.4/31
l3leaf,leaf44,Ethernet4,192.168.2.7/31,spine,spine2,Ethernet46,192.168.2.6/31
l3leaf,leaf44,Ethernet5,192.168.2.9/31,spine,spine3,Ethernet46,192.168.2.8/31
l3leaf,leaf44,Ethernet6,192.168.2.11/31,spine,spine4,Ethernet46,192.168.2.10/31
l3leaf,leaf44,Ethernet7,192.168.2.13/31,spine,spine5,Ethernet46,192.168.2.12/31
l3leaf,leaf44,Ethernet8,192.168.2.15/31,spine,spine6,Ethernet46,192.168.2.14/31
l3leaf,leaf45,Ethernet3,192.168.2.17/31,spine,spine1,Ethernet47,192.168.2.16/31
l3leaf,leaf45,Ethernet4,192.168.2.19/31,spine,spine2,Ethernet47,192.168.2.18/31
l3leaf,leaf45,Ethernet5,192.168.2.21/31,spine,spine3,Ethernet47,192.168.2.20/31
l3leaf,leaf45,Ethernet6,192.168.2.23/31,spine,spine4,Ethernet47,192.168.2.22/31
l3leaf,leaf45,Ethernet7,192.168.2.25/31,spine,spine5,Ethernet47,192.168.2.24/31
